feature_1,feature_2,feature_3,feature_4,feature_5
125.85762047127898,0.4182571173958718,0.3808816505625261,36,7
145.82272396469034,0.6874404421708216,0.7505039921118998,1,11
132.33160512859726,0.46442628750473663,0.16973045115488994,29,26
125.38598195962763,0.32572257429174434,0.7617110734353557,5,13
110.83857592066857,0.21727510987393187,0.7086419713826426,16,2
137.50729356799872,0.247074742024274,0.4179136778352863,38,1
112.5104653515231,0.6755749414489971,0.32869061723778203,40,16
167.01276009384958,0.5175877911892317,0.26292089049533984,22,1
175.63953126012353,0.5756054477761054,0.5301252945338121,30,16
106.01298225909332,0.8276699051282395,0.12315221403285394,19,1
155.00700456991976,0.893237263177693,0.11092424511277976,4,1
123.46739037034854,0.35182788907893175,0.40015700574876656,20,12
128.16534733127187,0.6641547421700705,0.14765185178230417,42,6
171.07159659511933,0.38432566371600546,0.276358691772265,10,8
68.52432698374643,0.21445569962601008,0.25481264074225873,3,8
70.45551596418488,0.7308650576852991,0.27723383560599635,22,13
62.426207692839085,0.4240120055757275,0.19173866185068045,37,10
159.91438146575257,0.4684247259203286,0.108425356028358,29,19
153.37881011398207,0.6118219794875239,0.18083900799712366,41,18
164.4014577896183,0.7817339186653334,0.5329361816589235,40,0
177.43420106793167,0.6402872905138041,0.7819793489726352,17,23
155.89902770600685,0.8108554588131767,0.7932415010926258,40,4
115.37752347035182,0.3914794243709451,0.3863378667611431,42,22
153.66350115437467,0.7586327837387945,0.2140680982326238,30,0
74.19293110427199,0.32994516101416654,0.5471332301565706,29,5
136.79052255930287,0.8669541598803612,0.44321374258411605,33,15
77.20239448908558,0.6812417934714707,0.7925868440991021,30,19
173.36027004595007,0.3508553739794909,0.14571294500624615,46,15
122.6217986100086,0.8631594133422469,0.6482641068196692,37,19
109.75943279886283,0.7115990647391104,0.30187894813204574,24,25
91.74667345255523,0.3777591498165181,0.2689930340536018,16,12
152.908042732106,0.34931838415723737,0.5637532000728732,35,13
114.73803986598583,0.5627404997514642,0.27224422949367516,39,10
128.21207386423782,0.2179639026381721,0.5661013822914315,29,20
62.254776052362615,0.3452290528087766,0.4621159620416022,1,9
134.11625964910525,0.49727982812605437,0.3968622919050946,23,16
133.45148672669058,0.4619189862339579,0.4882814660629933,8,6
134.03207962497083,0.5245027970553675,0.30093606394374084,0,21
173.2497694217549,0.39434009440631235,0.5946022943910853,23,3
141.818435892418,0.6107490425207182,0.3903998085334949,37,16
103.14094806885433,0.8046989241462619,0.3523818923401246,47,0
112.44383445592098,0.28227229917342317,0.6800598401890164,26,1
143.7157435112718,0.5621653750078799,0.7474768383672346,25,18
67.22705659551238,0.29244767444160735,0.13220511762110787,25,0
140.0120058534801,0.7018017768348155,0.2628388949808359,6,11
140.4765443541791,0.47724179196510563,0.34396355864479433,24,27
85.24590732886091,0.5957949183009563,0.6704765355591732,15,18
75.4711557185824,0.32829588534985504,0.7898439993503084,37,18
97.85140211090206,0.3013934315403641,0.7782801932692462,41,25
103.64529251311471,0.5416393964542682,0.7334638418849488,17,22
128.42361245014555,0.4489289164949689,0.30758938554482096,16,15
112.63218161547844,0.8583023616769692,0.7944078703901319,48,15
178.60486056710715,0.7357276776648756,0.2745940287395159,43,28
72.24537728976337,0.7240645338953831,0.17413430841756256,46,7
85.06521073138016,0.8326038178221533,0.7656668277387759,5,27
79.35714214619955,0.258395704809413,0.26339417882766747,19,24
138.3729990558478,0.5865347289456846,0.5828377855544253,47,25
90.39499230477385,0.6091332482690381,0.14084945128641208,22,26
115.95729274275675,0.8733554649830604,0.6114963693892334,45,24
89.33107104019233,0.4045032687547842,0.7172041486336879,11,12
79.07635003746236,0.3685801459408128,0.29070582682617374,11,13
73.24501693971662,0.27020575958584847,0.3653398272542,33,18
138.75955073583282,0.21150074071403197,0.36200732832464133,7,14
76.58195416183366,0.8506705217545334,0.6241517802780933,26,14
83.58988340160641,0.668941582613637,0.2664650697773272,48,20
104.2470204793157,0.7496070384161964,0.22029716933335014,7,7
158.5191875817522,0.39721107402776434,0.4145041540814167,47,23
71.65215309516735,0.6104871163304286,0.3131278851641237,32,12
160.5533888998565,0.2447686862846868,0.6874323855810567,36,11
71.53180894727556,0.539939317154236,0.26641927821094713,18,21
177.1751358016075,0.8842465978211127,0.451672620242483,23,27
116.23814419772418,0.8135536717216136,0.7598085197885514,21,12
177.21133058284045,0.43671126628579193,0.5437983884212626,2,15
132.58146236940553,0.8730991081790489,0.7071025838237254,8,29
148.71162952779622,0.3621911385298432,0.7581467825483372,10,23
64.70253507051848,0.864523175690977,0.6255354033204464,5,11
93.93683550916916,0.858964393294549,0.589702542157326,38,13
74.42358734558027,0.7594418111466741,0.777575896622959,38,29
95.53682370265739,0.6413135558067538,0.7960805527533756,36,14
74.24732627450929,0.8120015766374629,0.41627517786883184,1,18
98.15798152727712,0.4051141991554577,0.14960884472894587,36,4
109.71155934176039,0.7942604887190428,0.30495582200836324,5,28
67.69769956185412,0.6325136843422667,0.20664829398141132,5,1
143.09665432440238,0.20926580043122966,0.39224046235720833,38,17
127.99217450478902,0.4430634625525537,0.19190252993127924,35,17
91.84673891273346,0.3036986026637155,0.5228824628146175,24,23
122.78976641600396,0.8872805728727773,0.3679656414104979,49,25
71.272861291013,0.5348592149279916,0.726770119001747,15,16
129.1135794667415,0.5481739558490639,0.7774562702589514,20,9
171.51554370914567,0.6476307614791065,0.4828194311685956,9,26
98.22827429415884,0.45800922429073226,0.29237649890731765,4,16
140.08924559564178,0.29583019017991924,0.5145612931332858,49,2
75.81574348852706,0.7754824132359719,0.727732810757087,24,15
145.95926449422785,0.3328935383319306,0.38471334208502384,30,17
94.72873115366413,0.5579232877825192,0.4864547936843796,2,20
81.98296344085402,0.3570219202823175,0.29015693732430214,19,6
130.38155217720998,0.26849113914582384,0.4188109046150189,3,0
62.412905542499225,0.8035340621951783,0.381199474765719,13,6
159.47280350608355,0.8810436423161911,0.2738894255580797,11,12
60.56345714310565,0.8725842606441001,0.45410646867771587,13,22
141.33798441554762,0.8345888494548253,0.317266578185868,36,15
92.40095678305978,0.7418331328890471,0.3611244047165233,17,10
148.2232826547114,0.43320160642004935,0.467479309577985,26,2
